DirectorName - unedited,First_Name,Last_Name
Doctor Dave Anderson,Dave,Anderson
Ed Ryan,Ed,Ryan
Eric Demirian,Eric,Demirian
Jane O'Hagan,Jane,O'Hagan
John Walker,John,Walker
David Danziger,David,Danziger
Paul Pathak,Paul,Pathak
John FitzGerald,John,FitzGerald
Brent Choi,Brent,Choi
Stan Dunford,Stan,Dunford
John Fielding,John,Fielding
Noel Hayden,Noel,Hayden
Mark Redmond,Mark,Redmond
Lise Bastarache,Lise,Bastarache
L. Denis Desautels,L.,Desautels
Marcel E. Dutil,Marcel,Dutil
Nicolle Forget,Nicolle,Forget
Robert Lacroix,Robert,Lacroix
Andrew T. Molson,Andrew,Molson
Cora Mussely Tsouflidou,Cora,Tsouflidou
Annie Thabet,Annie,Thabet
Jean Coutu,Jean,Coutu
François J. Coutu,François,Coutu
Marie-Josée Coutu,Marie-Josée,Coutu
Michel Coutu,Michel,Coutu
Sylvie Coutu,Sylvie,Coutu
Yvon Martineau,Yvon,Martineau
Christopher Woodward,Christopher,Woodward
George Killy,George,Killy
Tim Kerr,Tim,Kerr
Annalisa King,Annalisa,King
Bob Kennedy,Bob,Kennedy
Edward Kennedy,Edward,Kennedy
Eric Stefanson,Eric,Stefanson
Frank Coleman,Frank,Coleman
Gary Merasty,Gary,Merasty
Sandy Riley,Sandy,Riley
Stewart Glendinning,Stewart,Glendinning
Vi Konkle,Vi,Konkle
Victor Tootoo,Victor,Tootoo
Wendy Evans,Wendy,Evans
Michael Bregman,Michael,Bregman
Alton McEwen,Alton,McEwen
Alan Simpson,Alan,Simpson
Alix Box,Alix,Box
Stephen Kelley,Stephen,Kelley
Rael Merson ,Rael,Merson
Alan MacGibbon,Alan,MacGibbon
Amy Brinkley,Amy,Brinkley
Bharat Masrani,Bharat,Masrani
Bill Bennett,Bill,Bennett
Brian Ferguson,Brian,Ferguson
Brian Levitt,Brian,Levitt
Claude Mongeau,Claude,Mongeau
Colleen Goggins,Colleen,Goggins
Dave Kepler II,Dave,Kepler
Doctor Mary Haddad,Mary,Haddad
Irene Miller,Irene,Miller
Jean-René Halde,Jean-René,Halde
Karen Maidment,Karen,Maidment
Nadir Mohamed,Nadir,Mohamed
David Lilley,David,Lilley
Graham Svoronos,Graham,Svoronos
Gérald Lacoste,Gérald,Lacoste
Jean-Denis Talon,Jean-Denis,Talon
Luc Tanguay,Luc,Tanguay
Paul Pommier,Paul,Pommier
Denis C. Arsenault,Denis,Arsenault
Carol T. Banducci,Carol,Banducci
Kevin Drover,Kevin,Drover
James L. Freer,James,Freer
James P. Geyer,James,Geyer
Anne E. Giardini,Anne,Giardini
Timothy J. Haddon,Timothy,Haddon
Jacques Perron,Jacques,Perron
Baron Thomson of Fleet,Baron,Thomson
Barry Salzberg,Barry,Salzberg
David Binet,David,Binet
Doctor Ed Clark,Ed,Clark
Jim Smith,Jim,Smith
Mary Cirillo-Goldberg,Mary,Cirillo-Goldberg
Mike Daniels,Mike,Daniels
Peter Thomson,Peter,Thomson
Professor Doctor Wulf von Schimmelmann,Wulf,von Schimmelmann
Sir Ken Olisa,Ken,Olisa
The Hon. Sheila Bair,Sheila,Bair
Tom Jenkins,Tom,Jenkins
Vance Opperman,Vance,Opperman
Zelick L. Altman,Zelick,Altman
Craig A. Geier,Craig,Geier
W. Glenn Shyba,W.,Shyba
Derek J. Watchorn,Derek,Watchorn
R. Blair Tamblyn,R.,Tamblyn
Andrew Jones,Andrew,Jones
Ugo Bizzarri,Ugo,Bizzarri
Zelick L. Altman,Zelick,Altman
Craig A. Geier,Craig,Geier
W. Glenn Shyba,W.,Shyba
Derek J. Watchorn,Derek,Watchorn
R. Blair Tamblyn,R.,Tamblyn
Andrew Jones,Andrew,Jones
Ugo Bizzarri,Ugo,Bizzarri
Bryan Coates,Bryan,Coates
George Brack,George,Brack
Jose Vizquerra-Benavides,Jose,Vizquerra-Benavides
Mark Backens,Mark,Backens
Paula Rogers,Paula,Rogers
Steve Lang,Steve,Lang
Tony Hawkshaw,Tony,Hawkshaw
Doctor Bruce Wolff,Bruce,Wolff
Doctor Reiza Rayman,Reiza,Rayman
John Barker,John,Barker
Marty Bernholtz,Marty,Bernholtz
John Hargrove,John,Hargrove
Andrew Adams,Andrew,Adams
Bill Shaver,Bill,Shaver
David Fennell,David,Fennell
Elizabeth Wademan,Elizabeth,Wademan
Frank Davis,Frank,Davis
Fred Stanford,Fred,Stanford
Jim Crombie,Jim,Crombie
Michael Murphy,Michael,Murphy
Terry MacGibbon,Terry,MacGibbon
Cathy Cranston,Cathy,Cranston
David Galloway,David,Galloway
Doctor Jim Gill,Jim,Gill
Jeff Chisholm,Jeff,Chisholm
John McCallum,John,McCallum
Katherine Rethy,Katherine,Rethy
Rob Franklin,Rob,Franklin
Robert Ogilvie,Robert,Ogilvie
Scott Medhurst,Scott,Medhurst
Wayne Hill,Wayne,Hill
Alnasir Samji,Alnasir,Samji
Dan Jauernig,Dan,Jauernig
Daryl Aitken,Daryl,Aitken
David Holland,David,Holland
Dorothy Strachan,Dorothy,Strachan
Elaine Berger,Elaine,Berger
John Honderich,John,Honderich
Linda Hughes,Linda,Hughes
Martin Thall,Martin,Thall
Paul Weiss,Paul,Weiss
Professor Doctor Cam Harvey,Cam,Harvey
Brian Krausert,Brian,Krausert
Don Copeland,Don,Copeland
Joe Durante,Joe,Durante
John Festival,John,Festival
Martin Hislop,Martin,Hislop
Tom Budd,Tom,Budd
Andy Wiswell,Andy,Wiswell
Bruce Pachkowski,Bruce,Pachkowski
Dan Halyk,Dan,Halyk
Greg Fletcher,Greg,Fletcher
Greg Melchin,Greg,Melchin
Randy Kwasnicia,Randy,Kwasnicia
Corey Ruttan,Corey,Ruttan
John Wright,John,Wright
Ken McKinnon,Ken,McKinnon
Paul Baay,Paul,Baay
Professor Doctor Harrie Vredenburg,Harrie,Vredenburg
Tom Valentine,Tom,Valentine
Andrew MacDonald,Andrew,MacDonald
Bill Armstrong,Bill,Armstrong
Brian Robinson,Brian,Robinson
Jill Angevine,Jill,Angevine
John Elick,John,Elick
Kevin Keenan,Kevin,Keenan
Lee Baker,Lee,Baker
Mike Rose,Mike,Rose
Phillip Lamoreaux,Phillip,Lamoreaux
Robert Blakely,Robert,Blakely
Ron Wigham,Ron,Wigham
Alan Fohrer,Alan,Fohrer
Ambassador Gordon Giffin,Gordon,Giffin
Bev Park,Bev,Park
Dawn Farrell,Dawn,Farrell
Georgia Nelson,Georgia,Nelson
John Dielwart,John,Dielwart
Tim Faithfull,Tim,Faithfull
Tom Jenkins,Tom,Jenkins
Yakout Mansour,Yakout,Mansour
Allen Hagerman,Allen,Hagerman
Brett Gellner,Brett,Gellner
Cynthia Johnston,Cynthia,Johnston
David Drinkwater,David,Drinkwater
Kathryn McQuade,Kathryn,McQuade
Paul Taylor,Paul,Taylor
Doctor Derek Burney,Derek,Burney
John Lowe,John,Lowe
John Richels,John,Richels
Kevin Benson,Kevin,Benson
Mike Stewart,Mike,Stewart
Pat Salomone,Pat,Salomone
Paula Reynolds,Paula,Reynolds
Rick Waugh,Rick,Waugh
Russ Girling,Russ,Girling
S Jackson,S,Jackson
Siim Vanaselja,Siim,Vanaselja
Scott Arves,Scott,Arves
Alain Bédard,Alain,Bédard
André Bérard,André,Bérard
Lucien Bouchard,Lucien,Bouchard
Richard Guay,Richard,Guay
Annie Lo,Annie,Lo
Neil Donald Manning,Neil,Manning
Joey Saputo,Joey,Saputo
Bob MacDougall,Bob,MacDougall
David Cook,David,Cook
Fred Dyment,Fred,Dyment
Geoff Chase,Geoff,Chase
Lloyd Herrick,Lloyd,Herrick
Rob Jennings,Rob,Jennings
Ross Clarkson,Ross,Clarkson
Sue MacKenzie,Sue,MacKenzie
Doctor Jacques Simoneau,Jacques,Simoneau
Jean-Marc Eustache,Jean-Marc,Eustache
Jean-Pierre Delisle,Jean-Pierre,Delisle
Jean-Yves Leblanc,Jean-Yves,Leblanc
Lina De Cesare,Lina,De Cesare
Louis-Marie Beaulieu,Louis-Marie,Beaulieu
Lucie Chabot,Lucie,Chabot
Philippe Sureau,Philippe,Sureau
Raymond Bachand,Raymond,Bachand
Susan Kudzman,Susan,Kudzman
W Edwards,W,Edwards
André Tremblay,André,Tremblay
Anna Martini,Anna,Martini
Annie Thabet,Annie,Thabet
Francois Roy,Francois,Roy
François Olivier,François,Olivier
Isabelle Marcoux,Isabelle,Marcoux
Jacynthe Côté,Jacynthe,Côté
Lino Saputo Jr,Lino,Saputo
Mario Plourde,Mario,Plourde
Nathalie Marcoux,Nathalie,Marcoux
Pierre Fitzgibbon,Pierre,Fitzgibbon
Pierre Marcoux,Pierre,Marcoux
Richard Fortin,Richard,Fortin
Rémi Marcoux,Rémi,Marcoux
Doug Bache,Doug,Bache
William Fisher,William,Fisher
Marc Henderson,Marc,Henderson
Christophe Vereecke,Christophe,Vereecke
Flora Wood,Flora,Wood
Blaise Yerly,Blaise,Yerly
Martin Walter,Martin,Walter
Peter Bull,Peter,Bull
Dale Maclean,Dale,Maclean
Sam Fleiser,Sam,Fleiser
Amar Doman,Amar,Doman
Harry Rosenfeld,Harry,Rosenfeld
Michael Fitch,Michael,Fitch
Ted Leja,Ted,Leja
Catherine Gignac,Catherine,Gignac
Chris Eskdale,Chris,Eskdale
David Huberman,David,Huberman
Doctor Mark Cruise,Mark,Cruise
Mike Hoffman,Mike,Hoffman
Tony Drescher,Tony,Drescher
Antonio Canton,Antonio,Canton
Paul Sheehan,Paul,Sheehan
Ralph Fitch,Ralph,Fitch
Robert van Doorn,Robert,van Doorn
Roman Mironchik,Roman,Mironchik
Tina Woodside-Shaw,Tina,Woodside-Shaw
Victor Dario,Victor,Dario
Alex Pourbaix,Alex,Pourbaix
Dale Dusterhoft,Dale,Dusterhoft
Debbie Stein,Debbie,Stein
G Brooks,G,Brooks
Kenneth Bagan,Kenneth,Bagan
Kevin Nugent,Kevin,Nugent
Murray Cobbe,Murray,Cobbe
David Berman,David,Berman
Eric Scott,Eric,Scott
Gary Berman,Gary,Berman
Geoff Matus,Geoff,Matus
Mike Knowlton,Mike,Knowlton
Peter Sacks,Peter,Sacks
Siân Matthews,Siân,Matthews
Doctor Cal Stiller,Cal,Stiller
Doctor Henry Friesen,Henry,Friesen
Doctor Michael Moore,Michael,Moore
Doctor Niclas Stiernholm,Niclas,Stiernholm
Doctor Robert Kirkman,Robert,Kirkman
Doctor Tom Reynolds,Tom,Reynolds
Luke Beshar,Luke,Beshar
Bob MacDonald,Bob,MacDonald
Doctor Clay Riddell,Clay,Riddell
Don Textor,Don,Textor
Jim Riddell,Jim,Riddell
Mick Dilger,Mick,Dilger
Mitch Shier,Mitch,Shier
R MacLeod,R,MacLeod
Wilf Gobert,Wilf,Gobert
Bill Hayden,Bill,Hayden
Diana Walters,Diana,Walters
Gerry McConnell,Gerry,McConnell
Greg Lang,Greg,Lang
Janice Stairs,Janice,Stairs
Kalidas Madhavpeddi,Kalidas,Madhavpeddi
Rick van Nieuwenhuyse,Rick,van Nieuwenhuyse
Tony Giardini,Tony,Giardini
Jeffrey J. McCaig,Jeffrey,McCaig
Maurice W. McCaig,Maurice,McCaig
Thomas G. Connard,Thomas,Connard
Stephen W.C. Mulherin,Stephen,Mulherin
M. Jerry Patava,M.,Patava
Gerald A. Romanzin,Gerald,Romanzin
Brian Burden,Brian,Burden
David Halford,David,Halford
Jim Brown,Jim,Brown
Ken Stickland,Ken,Stickland
Lyle Whitmarsh,Lyle,Whitmarsh
Mike Heier,Mike,Heier
Daniel Drimmer,Daniel,Drimmer
Alon Ossip,Alon,Ossip
Bill Biggar,Bill,Biggar
Jeff Baryshnik,Jeff,Baryshnik
Roland Cardy,Roland,Cardy
Sandy Poklar,Sandy,Poklar
Sean McMaster,Sean,McMaster
Jordan Bitove,Jordan,Bitove
Herbert Clarke,Herbert,Clarke
Dean MacDonald,Dean,MacDonald
John W. Cooper,John,Cooper
Peggy Mulligan,Peggy,Mulligan
Adrian Montgomery,Adrian,Montgomery
Doctor Craig Stegman,Craig,Stegman
Doctor Jim Gill,Jim,Gill
Jeff Tygesen,Jeff,Tygesen
R Gillin,R,Gillin
Rowena Albones,Rowena,Albones
Russel Robertson,Russel,Robertson
R. James Brown,R.,Brown
John A. Brussa,John,Brussa
David M. Fitzpatrick,David,Fitzpatrick
Thomas J. Greschner,Thomas,Greschner
James Saunders,James,Saunders
Warren D. Steckley,Warren,Steckley
William A. Trickett,William,Trickett
Keith Barron,Keith,Barron
David Constable,David,Constable
David Franklin,David,Franklin
Darin Milmeister,Darin,Milmeister
Pablo Marcet,Pablo,Marcet
Richard Spencer,Richard,Spencer
John Ross,John,Ross
Roger Lemaitre,Roger,Lemaitre
Emmet McGrath,Emmet,McGrath
Graham Thody,Graham,Thody
Mark Eaton,Mark,Eaton
Suraj Ahuja,Suraj,Ahuja
Duncan Jackman,Duncan,Jackman
David Dawson,David,Dawson
David Wingfield,David,Wingfield
Jack Darville,Jack,Darville
Jonathan Simmons,Jonathan,Simmons
Kim Shannon,Kim,Shannon
Mark Taylor,Mark,Taylor
Michael White,Michael,White
James E. Buzzard,James,Buzzard
André Courville,André,Courville
Patricia Curadeau-Grou,Patricia,Curadeau-Grou
Jean Dulac,Jean,Dulac
Jeffrey I. Hall,Jeffrey,Hall
Richard L. Keister,Richard,Keister
Richard G. Roy,Richard,Roy
Dennis M. Welvaert,Dennis,Welvaert
Bill Boberg,Bill,Boberg
Doctor Gary Huber,Gary,Huber
Jeff Klenda,Jeff,Klenda
Paul Macdonell,Paul,Macdonell
Professor Doctor Jim Franklin,Jim,Franklin
Tom Parker,Tom,Parker
Ganpat Mani,Ganpat,Mani
Garth MacRae,Garth,MacRae
Jeff Kennedy,Jeff,Kennedy
Paul Bennett,Paul,Bennett
Richard McCoy,Richard,McCoy
Tom Hayslett Jr,Tom,Hayslett
Beth Colle,Beth,Colle
Charlie Pennock,Charlie,Pennock
George Elliott,George,Elliott
Lt. Colonel Tom Caldwell,Tom,Caldwell
Michael Gundy,Michael,Gundy
Tye W. Burt,Tye,Burt
Wade Larson,Wade,Larson
William M. Evans,William,Evans
Greg Nordal,Greg,Nordal
Letitia A Long,Letitia,Long
James Topham,James,Topham
Adam Logal,Adam,Logal
Doctor Michel De Wilde,Michel,De Wilde
Doctor Steve Gillis,Steve,Gillis
Jeff Baxter,Jeff,Baxter
Sam Chawla,Sam,Chawla
Scott Requadt,Scott,Requadt
Steve Rubin,Steve,Rubin
William A. Ackman,William,Ackman
Frederic N. Eshelman,Frederic,Eshelman
Stephen Fraidin,Stephen,Fraidin
D. Robert Hale,D.,Hale
Robert A. Ingram,Robert,Ingram
Argeris (Jerry) N. Karabelas,Argeris,Karabelas
Sarah B. Kavanagh,Sarah,Kavanagh
Joseph C. Papa,Joseph,Papa
Robert N. Power,Robert,Power
Russel C. Robertson,Russel,Robertson
Amy B. Wechsler,Amy,Wechsler
Frederick Eshelman,Frederick,Eshelman
Thomas W. Ross,Thomas,Ross
François Gervais,François,Gervais
Gwen Klees,Gwen,Klees
Mary-Ann Bell,Mary-Ann,Bell
Nicolle Forget,Nicolle,Forget
Pierre Monahan,Pierre,Monahan
Bill Fanagan,Bill,Fanagan
Claudio Ghersinich,Claudio,Ghersinich
Doctor Tim Marchant,Tim,Marchant
Ron Royal,Ron,Royal
Kenneth McKay,Kenneth,McKay
James McFarland,James,McFarland
Abdel Badwi,Abdel,Badwi
Doctor Hugh Wood,Hugh,Wood
Doctor Surinder Kumar,Surinder,Kumar
Scott Edmonds,Scott,Edmonds
T Elliott,T,Elliott
Vince Gallant,Vince,Gallant
Bill Sheffield,Bill,Sheffield
Cheryl Hooper,Cheryl,Hooper
Jacques Latendresse,Jacques,Latendresse
Ken Mackinnon,Ken,Mackinnon
Peter Velan,Peter,Velan
Tom Velan,Tom,Velan
Rob Velan,Rob,Velan
Cristiano Veloso,Cristiano,Veloso
Getulio Lamartine de Paula Fonseca,Getulio,Lamartine de Paula Fonseca
Renato Couto Gomes,Renato,Gomes
Alysson Paolinelli,Alysson,Paolinelli
Paulo Sérgio Machado Ribeiro,Paulo,Machado Ribeiro
Antonio Schettino,Antonio,Schettino
Doctor Bert Valdman,Bert,Valdman
Doctor Maureen Howe,Maureen,Howe
Don Althoff,Don,Althoff
Doug Arnell,Doug,Arnell
Henry Sykes,Henry,Sykes
John Charron,John,Charron
Rebecca McDonald,Rebecca,McDonald
Steve Mulherin,Steve,Mulherin
Thierry Vandal,Thierry,Vandal
Paul Charron,Paul,Charron
Robert Iverach,Robert,Iverach
Stephen Mulherin,Stephen,Mulherin
Bertrand Valdman,Bertrand,Valdman
Bill Madison,Bill,Madison
Bob Michaleski,Bob,Michaleski
Cathy Williams,Cathy,Williams
Claudio Ghersinich,Claudio,Ghersinich
Doctor Tim Marchant,Tim,Marchant
Larry Macdonald,Larry,Macdonald
Loren Leiker,Loren,Leiker
Lorenzo Donadeo,Lorenzo,Donadeo
Sarah Raiss,Sarah,Raiss
Tony Marino,Tony,Marino
Robbert-Jan Brabander,Robbert-Jan,Brabander
David A. Bratton,David,Bratton
Arnold E. Hillier,Arnold,Hillier
Thomas A. Hockin,Thomas,Hockin
Colin E. Litton,Colin,Litton
Susan T. McGovern,Susan,McGovern
Paul G. Oliver,Paul,Oliver
David R. Taylor,David,Taylor
R. W. (Dick) Carter,R.,Carter
Avery Pennarun,Avery,Pennarun
Arnie Hillier,Arnie,Hillier
Dick Carter,Dick,Carter
The Hon. Tom Hockin,Tom,Hockin
Peter Currie,Peter,Currie
Chris Bowick,Chris,Bowick
Brian Antonen,Brian,Antonen
Andrew Olson,Andrew,Olson
Tom Hearne,Tom,Hearne
Sohail Khan,Sohail,Khan
Sally Daub,Sally,Daub
Mike DeGiglio,Mike,DeGiglio
Steve Ruffini,Steve,Ruffini
Christopher Woodward,Christopher,Woodward
David Holewinski,David,Holewinski
John Henry,John,Henry
John McLernon,John,McLernon
Fred Earnest,Fred,Earnest
John Clark,John,Clark
Mike Richings,Mike,Richings
Randy Eppler,Randy,Eppler
Tom Ogryzlo,Tom,Ogryzlo
Tracy Stevenson,Tracy,Stevenson
Chuck Swanson,Chuck,Swanson
Louie DiNunzio,Louie,DiNunzio
Milo Arkema,Milo,Arkema
Robert Wolf,Robert,Wolf
Sarah Kavanagh,Sarah,Kavanagh
Scott Frederiksen,Scott,Frederiksen
Stuart Smith,Stuart,Smith
Harry Rosenbaum,Harry,Rosenbaum
Andrew Silberstein,Andrew,Silberstein
Charles Swanson,Charles,Swanson
Alexandre L'Heureux,Alexandre,L'Heureux
Birgit Nørgaard,Birgit,Nørgaard
Chris Cole,Chris,Cole
Josée Perreault,Josée,Perreault
Pierre Shoiry,Pierre,Shoiry
Richard Bélanger,Richard,Bélanger
Suzanne Rancourt,Suzanne,Rancourt
George Pierson,George,Pierson
Pierre Simard,Pierre,Simard
A Foote,A,Foote
Doctor Sylvia Chrominska,Sylvia,Chrominska
Doug Carty,Doug,Carty
Ed Barrett,Ed,Barrett
Ian Bourne,Ian,Bourne
John Eby,John,Eby
Paul Gagné,Paul,Gagné
Rob Dexter,Rob,Dexter
Sandy Taylor,Sandy,Taylor
Tom Alford,Tom,Alford
Paul E. Gagne,Paul,Gagne
Bruno Wall,Bruno,Wall
Charlotte Wall,Charlotte,Wall
Doctor Barton Finlay,Barton,Finlay
Michael Redekop,Michael,Redekop
Peter Ufford,Peter,Ufford
Robert King,Robert,King
Marz Kord-Gharachorloo,Marz,Kord-Gharachorloo
Parviz Farsangi,Parviz,Farsangi
Alar Soever,Alar,Soever
W Holmes,W,Holmes
Rene Galipeau,Rene,Galipeau
Darryl Sittler,Darryl,Sittler
Roland Horst,Roland,Horst
Elaine Ellingham,Elaine,Ellingham
Bill Razzouk,Bill,Razzouk
Bob Davis,Bob,Davis
Larry Hughes,Larry,Hughes
Mike Harlan,Mike,Harlan
Ned Guillet,Ned,Guillet
Ron Mittelstaedt,Ron,Mittelstaedt
Sue Lee,Sue,Lee
James Forese,James,Forese
John Dillon,John,Dillon
Jeffrey Keefer,Jeffrey,Keefer
Douglas Knight,Douglas,Knight
Doctor Diane Garrett,Diane,Garrett
Doctor Michele Darling,Michele,Darling
Gil Leathley,Gil,Leathley
Mark Fields,Mark,Fields
Mike Sylvestre,Mike,Sylvestre
Myron Manternach,Myron,Manternach
Wayne Kirk,Wayne,Kirk
Charlie Page,Charlie,Page
Nadine Miller,Nadine,Miller
Rolly Uloth,Rolly,Uloth
Rostislav Raykov,Rostislav,Raykov
Barry Smith,Barry,Smith
Henry H. (Hank) Ketcham,Henry,Ketcham
Clark S. Binkley,Clark,Binkley
Reid E. Carter,Reid,Carter
John N. Floren,John,Floren
J. Duncan Gibson,J.,Gibson
John K. Ketcham,John,Ketcham
Harald H. Ludwig,Harald,Ludwig
Gerald J. (Gerry) Miller,Gerald,Miller
Robert L. Phillips,Robert,Phillips
Janice G. Rennie,Janice,Rennie
Edward R. (Ted) Seraphim,Edward,Seraphim
Allan Jackson,Allan,Jackson
Antonio Faiola,Antonio,Faiola
Brett Godfrey,Brett,Godfrey
Chris Burley,Chris,Burley
Clive Beddoe,Clive,Beddoe
Gregg Saretsky,Gregg,Saretsky
Hugh Bolton,Hugh,Bolton
Janice Rennie,Janice,Rennie
Karen Sheriff,Karen,Sheriff
Louis Ménard,Louis,Ménard
Ron Brenneman,Ron,Brenneman
S Jackson,S,Jackson
Larry Pollock,Larry,Pollock
Allen Capps,Allen,Capps
Bruce Pydee Sr,Bruce,Pydee
Robert Fiedorek,Robert,Fiedorek
David Williams,David,Williams
Doctor Bob Gayton,Bob,Gayton
Doctor Klaus Zeitler,Klaus,Zeitler
Francis Corman,Francis,Corman
The Hon. Archie Lang,Archie,Lang
Alex MacAusland,Alex,MacAusland
Don Copeland,Don,Copeland
John Rooney,John,Rooney
Lorne Gartner,Lorne,Gartner
Ron Mathison,Ron,Mathison
Daniel Nocente,Daniel,Nocente
Don Demens,Don,Demens
Jane Bird,Jane,Bird
Jim Arthurs,Jim,Arthurs
John Shineton,John,Shineton
Lee Doney,Lee,Doney
Mike Waites,Mike,Waites
Geoffrey (Xiaogang) Chang,Geoffrey,Chang
Bill (Wenye) Xue,Bill,Xue
Patrick Power,Patrick,Power
Xia Qinglong,Xia,Qinglong
Buddy Doyle,Buddy,Doyle
Zheng Mianping,Zheng,Mianping
J. Patricio Varas,J.,Varas
Wang Yinping,Wang,Yinping
Wang Hui,Wang,Hui
Limin Sun,Limin,Sun
Douglas Scott,Douglas,Scott
Joseph Matheson,Joseph,Matheson
Rick Turner,Rick,Turner
Robert King,Robert,King
Steve Evans,Steve,Evans
The Hon. Stockwell Day Jr,Stockwell,Day
Stephan Evans,Stephan,Evans
Brenda Eprile,Brenda,Eprile
Colin Johnston,Colin,Johnston
Doctor Warren Baker,Warren,Baker
Mariano Costamagna,Mariano,Costamagna
Nancy Gougarty,Nancy,Gougarty
Peter Yu,Peter,Yu
Rod Nunn,Rod,Nunn
Scott Mackie,Scott,Mackie
Tony Harris,Tony,Harris
Joseph P. Caron,Joseph,Caron
David R. Demers,David,Demers
Philip B. Hodge,Philip,Hodge
Dr. Dezsö J. Horváth,Dezsö,Horváth
Gottfried (Guff) Muench,Gottfried,Muench
Brian Canfield,Brian,Canfield
Doug Souter,Doug,Souter
Glen Clark,Glen,Clark
Gordon Gibson,Gordon,Gibson
M Ross,M,Ross
Michael Korenberg,Michael,Korenberg
Nick Desmarais,Nick,Desmarais
William Stinson,William,Stinson
Daryl Gilbert,Daryl,Gilbert
Glenn McNamara,Glenn,McNamara
Grant Fagerheim,Grant,Fagerheim
Grant Zawalsky,Grant,Zawalsky
Greg Fletcher,Greg,Fletcher
Ken Stickland,Ken,Stickland
Steve Nikiforuk,Steve,Nikiforuk
Roxanne Anderson,Roxanne,Anderson
Robert S. Bramson,Robert,Bramson
John Kendall Gillberry,John,Gillberry
Ron Laurie,Ron,Laurie
W. Paul McCarten,W.,McCarten
Richard J. Shorkey,Richard,Shorkey
James Douglas Skippen,James,Skippen
Michel Tewfik Fattouche,Michel,Fattouche
Ian G. Cockwell,Ian,Cockwell
Joseph F. Killi,Joseph,Killi
Edward C. Kress,Edward,Kress
David V. Richards,David,Richards
Marc D. Sardachuk,Marc,Sardachuk
Antti Aarnio-Wihuri,Antti,Aarnio-Wihuri
Dayna Spiring,Dayna,Spiring
Donald Chatterley,Donald,Chatterley
Ilkka Suominen,Ilkka,Suominen
Juha Hellgren,Juha,Hellgren
Karen Albrechtsen,Karen,Albrechtsen
Martti Aarnio-Wihuri,Martti,Aarnio-Wihuri
Robert Lavery,Robert,Lavery
Alan Martyszenko,Alan,Martyszenko
Colin Burnett,Colin,Burnett
David Wehlmann,David,Wehlmann
Doug Dafoe,Doug,Dafoe
Jim Renfroe Jr,Jim,Renfroe
Matt Porter,Matt,Porter
Randy Charron,Randy,Charron
Will Franklin Jr,Will,Franklin
Peter Sharpe,Peter,Sharpe
Thomas Wood,Thomas,Wood
Alex Davidson,Alex,Davidson
C Lees,C,Lees
Carl Renzoni,Carl,Renzoni
Christiane Bergevin,Christiane,Bergevin
Dick Graff,Dick,Graff
Dino Titaro,Dino,Titaro
Jane Sadowsky,Jane,Sadowsky
John Begeman,John,Begeman
Patrick Mars,Patrick,Mars
Peter Marrone,Peter,Marrone
Kim Keating,Kim,Keating
Doctor Ted Morton,Ted,Morton
Gord Bowerman,Gord,Bowerman
Jim Evaskevich,Jim,Evaskevich
Neil MacKenzie,Neil,MacKenzie
Robert Weir,Robert,Weir
Julien Billot,Julien,Billot
Craig Forman,Craig,Forman
Susan Kudzman,Susan,Kudzman
David A. Lazzarato,David,Lazzarato
David G. Leith,David,Leith
Robert F. MacLellan,Robert,MacLellan
Donald H. Morrison,Donald,Morrison
Martin Nisenholtz,Martin,Nisenholtz
Kalpana Raina,Kalpana,Raina
Michael G. Sifton,Michael,Sifton
Judith A. McHale,Judith,McHale
Julien Billot,Julien,Billot
Craig Forman,Craig,Forman
Susan Kudzman,Susan,Kudzman
David A. Lazzarato,David,Lazzarato
David G. Leith,David,Leith
Robert F. MacLellan,Robert,MacLellan
Donald H. Morrison,Donald,Morrison
Martin Nisenholtz,Martin,Nisenholtz
Kalpana Raina,Kalpana,Raina
Michael G. Sifton,Michael,Sifton
Judith A. McHale,Judith,McHale
Glen Swail,Glen,Swail
Greg Hawkins,Greg,Hawkins
Ron Mathison,Ron,Mathison
Ryan Jennings,Ryan,Jennings
Gérald Riverin,Gérald,Riverin
G. Bodnar Jr.,G.,Bodnar
Amit Gupta,Amit,Gupta
Pierre Gagnier,Pierre,Gagnier
David P. Crevier,David,Crevier
D Bentley,D,Bentley
Darcy Morris,Darcy,Morris
Diane Brickner,Diane,Brickner
Harold Roozen,Harold,Roozen
Len Cornez,Len,Cornez
Ralph Young,Ralph,Young
Ron Bachmeier,Ron,Bachmeier
Tony Franceschini,Tony,Franceschini
Allan Oslon,Allan,Oslon
Craig Hansen,Craig,Hansen
Geoff Merritt,Geoff,Merritt
Grant Zawalsky,Grant,Zawalsky
Jim Harrison,Jim,Harrison
Jim Peplinski,Jim,Peplinski
Kyle Kitagawa,Kyle,Kitagawa
Ron Wigham,Ron,Wigham
K Harrison,K,Harrison
Gil Atzmon,Gil,Atzmon
Joshua D. Crumb,Joshua,Crumb
Robert Giustra,Robert,Giustra
Bryan Morris,Bryan,Morris
Dennis H. Peterson,Dennis,Peterson
Paul F. Saxton,Paul,Saxton
David Appel,David,Appel
David Ingram,David,Ingram
David Thomson,David,Thomson
Donald Johnson,Donald,Johnson
Karen Basian,Karen,Basian
Sean Morrison,Sean,Morrison
Giancarlo Beevis,Giancarlo,Beevis
Hilton Price,Hilton,Price
Hylton Karon,Hylton,Karon
